"chromosome","position","strand","cellType","patient","reads","sampleReplicate","timePoint","timePointMonths","inferredCells","relativeAbundance","nearestGene","source","sample"
"chr9",136340425,"-","Tcells","p00001",1,"GTSP0127-4","m24",24,1,0.0964320154291225,"GPSM1","454","GTSP0127"
"chr9",136534150,"-","Tcells","p00001",3,"GTSP0127-4","m24",24,1,0.0964320154291225,"NOTCH1","454","GTSP0127"
"chr9",273679,"-","Tcells","p00001",9,"GTSP0127-1","m24",24,4,0.38572806171649,"DOCK8","454","GTSP0127"
"chr9",4243591,"-","Tcells","p00001",6,"GTSP0127-2","m24",24,3,0.289296046287367,"GLIS3","454","GTSP0127"
"chr9",76395772,"-","Tcells","p00001",6,"GTSP0127-4","m24",24,1,0.0964320154291225,"RFK","454","GTSP0127"
"chr9",86341720,"-","Tcells","p00001",1,"GTSP0127-4","m24",24,1,0.0964320154291225,"ZCCHC6","454","GTSP0127"
"chr9",99182360,"-","Tcells","p00001",2,"GTSP0127-1","m24",24,1,0.0964320154291225,"TGFBR1","454","GTSP0127"
"chr9",123819981,"+","Tcells","p00001",7,"GTSP0127-1","m24",24,3,0.289296046287367,"DENND1A","454","GTSP0127"
"chr9",127776932,"+","Tcells","p00001",25,"GTSP0127-1","m24",24,4,0.38572806171649,"SH2D3C","454","GTSP0127"
"chr9",130068014,"+","Tcells","p00001",2,"GTSP0127-4","m24",24,1,0.0964320154291225,"GPR107","454","GTSP0127"
"chr9",131270292,"+","Tcells","p00001",16,"GTSP0127-1","m24",24,4,0.38572806171649,"FAM78A","454","GTSP0127"
"chr9",136055685,"+","Tcells","p00001",3,"GTSP0127-4","m24",24,1,0.0964320154291225,"NACC2","454","GTSP0127"
"chr9",136619596,"+","Tcells","p00001",1,"GTSP0127-3","m24",24,1,0.0964320154291225,"LINC01451","454","GTSP0127"
"chr9",137253008,"+","Tcells","p00001",2,"GTSP0127-3","m24",24,1,0.0964320154291225,"STPG3-AS1,STPG3","454","GTSP0127"
"chr9",33755287,"+","Tcells","p00001",5,"GTSP0127-1","m24",24,2,0.192864030858245,"PRSS3","454","GTSP0127"
"chr9",3508271,"+","Tcells","p00001",8,"GTSP0127-1","m24",24,4,0.38572806171649,"RFX3","454","GTSP0127"
"chr9",37992840,"+","Tcells","p00001",3,"GTSP0127-3","m24",24,1,0.0964320154291225,"SHB","454","GTSP0127"
"chr9",69761449,"+","Tcells","p00001",3,"GTSP0127-1","m24",24,2,0.192864030858245,"PTAR1","454","GTSP0127"
"chr9",97506213,"+","Tcells","p00001",1,"GTSP0127-3","m24",24,1,0.0964320154291225,"TMOD1","454","GTSP0127"
"chrX",12961506,"-","Tcells","p00001",8,"GTSP0127-2","m24",24,2,0.192864030858245,"TMSB4X","454","GTSP0127"
"chrX",13162718,"-","Tcells","p00001",1,"GTSP0127-2","m24",24,1,0.0964320154291225,"FAM9C","454","GTSP0127"
"chrX",136203756,"-","Tcells","p00001",3,"GTSP0127-4","m24",24,1,0.0964320154291225,"FHL1","454","GTSP0127"
"chrX",147425934,"-","Tcells","p00001",4,"GTSP0127-1","m24",24,2,0.192864030858245,"MIR514A2,MIR514A3","454","GTSP0127"
"chrX",14875228,"-","Tcells","p00001",3,"GTSP0127-3","m24",24,1,0.0964320154291225,"MOSPD2","454","GTSP0127"
"chrX",38607291,"-","Tcells","p00001",1,"GTSP0127-2","m24",24,1,0.0964320154291225,"TSPAN7","454","GTSP0127"
"chrX",65752166,"-","Tcells","p00001",1,"GTSP0127-4","m24",24,1,0.0964320154291225,"MSN","454","GTSP0127"
"chrX",71104927,"-","Tcells","p00001",22,"GTSP0127-1","m24",24,4,0.38572806171649,"CXORF65","454","GTSP0127"
"chrX",79162754,"-","Tcells","p00001",4,"GTSP0127-3","m24",24,1,0.0964320154291225,"GPR174","454","GTSP0127"
"chrX",11433839,"+","Tcells","p00001",1,"GTSP0127-4","m24",24,1,0.0964320154291225,"ARHGAP6","454","GTSP0127"
"chrX",119682274,"+","Tcells","p00001",7,"GTSP0127-2","m24",24,2,0.192864030858245,"SEPT6","454","GTSP0127"
"chrX",12648919,"+","Tcells","p00001",1,"GTSP0127-3","m24",24,1,0.0964320154291225,"FRMPD4","454","GTSP0127"
"chrX",13101377,"+","Tcells","p00001",3,"GTSP0127-3","m24",24,1,0.0964320154291225,"FAM9C","454","GTSP0127"
"chrX",132015882,"+","Tcells","p00001",1,"GTSP0127-3","m24",24,1,0.0964320154291225,"STK26","454","GTSP0127"
"chrX",136753775,"+","Tcells","p00001",19,"GTSP0127-1","m24",24,4,0.38572806171649,"ARHGEF6","454","GTSP0127"
"chrX",153973425,"+","Tcells","p00001",1,"GTSP0127-4","m24",24,1,0.0964320154291225,"TMEM187","454","GTSP0127"
"chrX",154734073,"+","Tcells","p00001",2,"GTSP0127-2","m24",24,1,0.0964320154291225,"GAB3","454","GTSP0127"
"chrX",15750805,"+","Tcells","p00001",1,"GTSP0127-4","m24",24,1,0.0964320154291225,"CA5B","454","GTSP0127"
"chrX",23668396,"+","Tcells","p00001",8,"GTSP0127-1","m24",24,3,0.289296046287367,"PRDX4","454","GTSP0127"
"chrX",28807227,"+","Tcells","p00001",4,"GTSP0127-2","m24",24,2,0.192864030858245,"IL1RAPL1","454","GTSP0127"
"chrX",36809912,"+","Tcells","p00001",1,"GTSP0127-1","m24",24,1,0.0964320154291225,"FAM47C","454","GTSP0127"
"chrX",6840753,"+","Tcells","p00001",1,"GTSP0127-1","m24",24,1,0.0964320154291225,"PUDP","454","GTSP0127"
"chrY",19620905,"+","Tcells","p00001",1,"GTSP0127-2","m24",24,1,0.0964320154291225,"TXLNGY","454","GTSP0127"
"chr1",101151620,"-","Tcells","pP10",4,"GTSP0143-2","m125.7",125.7,2,0.448430493273543,"LOC102606465","454","GTSP0143"
"chr1",156125457,"-","Tcells","pP10",4,"GTSP0143-1","m125.7",125.7,1,0.224215246636771,"LMNA","454","GTSP0143"
"chr1",234964574,"-","Tcells","pP10",172,"GTSP0143-1","m125.7",125.7,4,0.896860986547085,"LOC101927851","454","GTSP0143"
"chr1",29232422,"-","Tcells","pP10",2,"GTSP0143-2","m125.7",125.7,1,0.224215246636771,"MECR","454","GTSP0143"
"chr1",36373193,"-","Tcells","pP10",5,"GTSP0143-1","m125.7",125.7,1,0.224215246636771,"STK40","454","GTSP0143"
"chr1",39206205,"-","Tcells","pP10",1,"GTSP0143-3","m125.7",125.7,1,0.224215246636771,"MACF1","454","GTSP0143"
"chr1",111618965,"+","Tcells","pP10",2,"GTSP0143-1","m125.7",125.7,2,0.448430493273543,"RAP1A","454","GTSP0143"
"chr1",150612340,"+","Tcells","pP10",19,"GTSP0143-1","m125.7",125.7,4,0.896860986547085,"ENSA","454","GTSP0143"
"chr1",161187766,"+","Tcells","pP10",3,"GTSP0143-3","m125.7",125.7,1,0.224215246636771,"ADAMTS4","454","GTSP0143"
"chr1",17292178,"+","Tcells","pP10",4,"GTSP0143-1","m125.7",125.7,2,0.448430493273543,"PADI3","454","GTSP0143"
"chr1",198637192,"+","Tcells","pP10",1,"GTSP0143-3","m125.7",125.7,1,0.224215246636771,"PTPRC","454","GTSP0143"
"chr1",203026181,"+","Tcells","pP10",6,"GTSP0143-2","m125.7",125.7,1,0.224215246636771,"PPFIA4","454","GTSP0143"
"chr1",22089770,"+","Tcells","pP10",4,"GTSP0143-4","m125.7",125.7,1,0.224215246636771,"CDC42","454","GTSP0143"
"chr1",221069269,"+","Tcells","pP10",3,"GTSP0143-4","m125.7",125.7,1,0.224215246636771,"HLX","454","GTSP0143"
"chr1",234599128,"+","Tcells","pP10",1,"GTSP0143-1","m125.7",125.7,1,0.224215246636771,"IRF2BP2","454","GTSP0143"
"chr1",234938671,"+","Tcells","pP10",3,"GTSP0143-2","m125.7",125.7,2,0.448430493273543,"LOC101927851","454","GTSP0143"
"chr1",26544882,"+","Tcells","pP10",9,"GTSP0143-1","m125.7",125.7,3,0.672645739910314,"RPS6KA1","454","GTSP0143"
"chr1",26692726,"+","Tcells","pP10",6,"GTSP0143-1","m125.7",125.7,2,0.448430493273543,"LOC101928728","454","GTSP0143"
"chr1",28233280,"+","Tcells","pP10",1,"GTSP0143-1","m125.7",125.7,1,0.224215246636771,"DNAJC8","454","GTSP0143"
"chr1",31942372,"+","Tcells","pP10",7,"GTSP0143-1","m125.7",125.7,2,0.448430493273543,"PTP4A2","454","GTSP0143"
"chr1",44422890,"+","Tcells","pP10",6,"GTSP0143-1","m125.7",125.7,2,0.448430493273543,"RNF220","454","GTSP0143"
"chr1",44423183,"+","Tcells","pP10",4,"GTSP0143-1","m125.7",125.7,3,0.672645739910314,"RNF220","454","GTSP0143"
"chr1",45911719,"+","Tcells","pP10",1,"GTSP0143-4","m125.7",125.7,1,0.224215246636771,"MAST2","454","GTSP0143"
"chr1",55216759,"+","Tcells","pP10",2,"GTSP0143-3","m125.7",125.7,1,0.224215246636771,"LOC100507634","454","GTSP0143"
"chr1",89126982,"+","Tcells","pP10",6,"GTSP0143-1","m125.7",125.7,2,0.448430493273543,"GBP2","454","GTSP0143"
"chr10",11572646,"-","Tcells","pP10",4,"GTSP0143-1","m125.7",125.7,3,0.672645739910314,"USP6NL","454","GTSP0143"
"chr10",19728836,"-","Tcells","pP10",3,"GTSP0143-1","m125.7",125.7,1,0.224215246636771,"MALRD1","454","GTSP0143"
"chr10",3829626,"-","Tcells","pP10",7,"GTSP0143-2","m125.7",125.7,3,0.672645739910314,"LOC105376365","454","GTSP0143"
"chr10",45470498,"-","Tcells","pP10",13,"GTSP0143-1","m125.7",125.7,3,0.672645739910314,"MARCH8","454","GTSP0143"
"chr10",71755987,"-","Tcells","pP10",7,"GTSP0143-2","m125.7",125.7,1,0.224215246636771,"CDH23,VSIR","454","GTSP0143"
"chr10",72276824,"-","Tcells","pP10",1,"GTSP0143-2","m125.7",125.7,1,0.224215246636771,"DDIT4","454","GTSP0143"
"chr10",99524232,"-","Tcells","pP10",9,"GTSP0143-1","m125.7",125.7,2,0.448430493273543,"LINC01475","454","GTSP0143"
"chr10",133275906,"+","Tcells","pP10",2,"GTSP0143-1","m125.7",125.7,1,0.224215246636771,"ADAM8","454","GTSP0143"
"chr10",17200216,"+","Tcells","pP10",2,"GTSP0143-3","m125.7",125.7,1,0.224215246636771,"TRDMT1","454","GTSP0143"
"chr10",17217156,"+","Tcells","pP10",3,"GTSP0143-1","m125.7",125.7,1,0.224215246636771,"VIM-AS1","454","GTSP0143"
"chr10",30503395,"+","Tcells","pP10",2,"GTSP0143-2","m125.7",125.7,1,0.224215246636771,"MAP3K8","454","GTSP0143"
"chr10",6580901,"+","Tcells","pP10",2,"GTSP0143-3","m125.7",125.7,1,0.224215246636771,"PRKCQ-AS1","454","GTSP0143"
"chr10",70494816,"+","Tcells","pP10",1,"GTSP0143-3","m125.7",125.7,1,0.224215246636771,"PALD1","454","GTSP0143"
"chr10",80460327,"+","Tcells","pP10",8,"GTSP0143-1","m125.7",125.7,3,0.672645739910314,"TSPAN14","454","GTSP0143"
"chr11",119121167,"-","Tcells","pP10",3,"GTSP0143-2","m125.7",125.7,1,0.224215246636771,"HINFP","454","GTSP0143"
"chr11",33868930,"-","Tcells","pP10",14,"GTSP0143-1","m125.7",125.7,3,0.672645739910314,"LMO2","454","GTSP0143"
"chr11",33881076,"-","Tcells","pP10",27,"GTSP0143-2","m125.7",125.7,3,0.672645739910314,"LMO2","454","GTSP0143"
"chr11",73321213,"-","Tcells","pP10",23,"GTSP0143-1","m125.7",125.7,4,0.896860986547085,"ARHGEF17","454","GTSP0143"
"chr11",77819912,"-","Tcells","pP10",2,"GTSP0143-1","m125.7",125.7,1,0.224215246636771,"RSF1","454","GTSP0143"
"chr11",9717253,"-","Tcells","pP10",2,"GTSP0143-3","m125.7",125.7,1,0.224215246636771,"SWAP70","454","GTSP0143"
"chr11",104706707,"+","Tcells","pP10",5,"GTSP0143-1","m125.7",125.7,3,0.672645739910314,"LOC102723895","454","GTSP0143"
"chr11",112117284,"+","Tcells","pP10",18,"GTSP0143-1","m125.7",125.7,4,0.896860986547085,"SDHD","454","GTSP0143"
"chr11",1948400,"+","Tcells","pP10",8,"GTSP0143-1","m125.7",125.7,3,0.672645739910314,"MRPL23","454","GTSP0143"
"chr11",33931258,"+","Tcells","pP10",3,"GTSP0143-1","m125.7",125.7,1,0.224215246636771,"LMO2","454","GTSP0143"
"chr11",33941889,"+","Tcells","pP10",55,"GTSP0143-1","m125.7",125.7,4,0.896860986547085,"LMO2","454","GTSP0143"
"chr11",46361783,"+","Tcells","pP10",2,"GTSP0143-3","m125.7",125.7,1,0.224215246636771,"DGKZ","454","GTSP0143"
"chr11",48456636,"+","Tcells","pP10",2,"GTSP0143-4","m125.7",125.7,1,0.224215246636771,"OR4A47","454","GTSP0143"
"chr11",65470393,"+","Tcells","pP10",14,"GTSP0143-1","m125.7",125.7,2,0.448430493273543,"NEAT1","454","GTSP0143"
"chr11",9315086,"+","Tcells","pP10",2,"GTSP0143-4","m125.7",125.7,1,0.224215246636771,"TMEM41B","454","GTSP0143"
"chr11",95698092,"+","Tcells","pP10",1,"GTSP0143-4","m125.7",125.7,1,0.224215246636771,"FAM76B","454","GTSP0143"
"chr12",10054630,"-","Tcells","pP10",3,"GTSP0143-2","m125.7",125.7,2,0.448430493273543,"CLEC9A","454","GTSP0143"
"chr12",124457494,"-","Tcells","pP10",1,"GTSP0143-1","m125.7",125.7,1,0.224215246636771,"NCOR2","454","GTSP0143"
"chr12",24931660,"-","Tcells","pP10",3,"GTSP0143-1","m125.7",125.7,1,0.224215246636771,"BCAT1","454","GTSP0143"
"chr12",4271693,"-","Tcells","pP10",11,"GTSP0143-1","m125.7",125.7,3,0.672645739910314,"CCND2-AS1","454","GTSP0143"
"chr12",49683566,"-","Tcells","pP10",1,"GTSP0143-2","m125.7",125.7,1,0.224215246636771,"FMNL3","454","GTSP0143"
"chr12",51831707,"-","Tcells","pP10",3,"GTSP0143-2","m125.7",125.7,2,0.448430493273543,"FIGNL2","454","GTSP0143"
"chr12",57086304,"-","Tcells","pP10",1,"GTSP0143-3","m125.7",125.7,1,0.224215246636771,"NAB2","454","GTSP0143"
"chr12",57380696,"-","Tcells","pP10",1,"GTSP0143-3","m125.7",125.7,1,0.224215246636771,"R3HDM2","454","GTSP0143"
"chr12",598969,"-","Tcells","pP10",4,"GTSP0143-2","m125.7",125.7,1,0.224215246636771,"NINJ2","454","GTSP0143"
"chr12",621137,"-","Tcells","pP10",1,"GTSP0143-3","m125.7",125.7,1,0.224215246636771,"NINJ2","454","GTSP0143"
"chr12",118061645,"+","Tcells","pP10",2,"GTSP0143-1","m125.7",125.7,1,0.224215246636771,"WSB2","454","GTSP0143"
"chr12",11954932,"+","Tcells","pP10",2,"GTSP0143-3","m125.7",125.7,1,0.224215246636771,"ETV6","454","GTSP0143"
"chr12",124552506,"+","Tcells","pP10",2,"GTSP0143-4","m125.7",125.7,1,0.224215246636771,"NCOR2","454","GTSP0143"
"chr12",13097021,"+","Tcells","pP10",1,"GTSP0143-1","m125.7",125.7,1,0.224215246636771,"GSG1","454","GTSP0143"
"chr12",1843185,"+","Tcells","pP10",6,"GTSP0143-1","m125.7",125.7,1,0.224215246636771,"CACNA2D4","454","GTSP0143"
"chr12",27015277,"+","Tcells","pP10",8,"GTSP0143-1","m125.7",125.7,3,0.672645739910314,"TM7SF3","454","GTSP0143"
"chr12",46475098,"+","Tcells","pP10",3,"GTSP0143-2","m125.7",125.7,2,0.448430493273543,"LOC100288798","454","GTSP0143"
"chr12",60145655,"+","Tcells","pP10",4,"GTSP0143-4","m125.7",125.7,1,0.224215246636771,"SLC16A7","454","GTSP0143"
"chr12",65896461,"+","Tcells","pP10",16,"GTSP0143-1","m125.7",125.7,1,0.224215246636771,"HMGA2","454","GTSP0143"
"chr12",68600587,"+","Tcells","pP10",1,"GTSP0143-4","m125.7",125.7,1,0.224215246636771,"RAP1B","454","GTSP0143"
"chr12",93741430,"+","Tcells","pP10",21,"GTSP0143-1","m125.7",125.7,4,0.896860986547085,"CRADD","454","GTSP0143"
"chr13",46170355,"-","Tcells","pP10",16,"GTSP0143-1","m125.7",125.7,3,0.672645739910314,"LCP1","454","GTSP0143"
"chr13",48153943,"-","Tcells","pP10",1,"GTSP0143-2","m125.7",125.7,1,0.224215246636771,"MED4","454","GTSP0143"
"chr13",99498765,"-","Tcells","pP10",4,"GTSP0143-2","m125.7",125.7,1,0.224215246636771,"LINC01232","454","GTSP0143"
"chr14",105061930,"-","Tcells","pP10",1,"GTSP0143-3","m125.7",125.7,1,0.224215246636771,"GPR132","454","GTSP0143"
"chr14",21104531,"-","Tcells","pP10",21,"GTSP0143-1","m125.7",125.7,4,0.896860986547085,"ZNF219","454","GTSP0143"
"chr14",24368385,"-","Tcells","pP10",4,"GTSP0143-1","m125.7",125.7,2,0.448430493273543,"NFATC4","454","GTSP0143"
"chr14",26680203,"-","Tcells","pP10",1,"GTSP0143-3","m125.7",125.7,1,0.224215246636771,"NOVA1","454","GTSP0143"
"chr14",49999840,"-","Tcells","pP10",7,"GTSP0143-1","m125.7",125.7,4,0.896860986547085,"LINC01588","454","GTSP0143"
"chr14",50045886,"-","Tcells","pP10",3,"GTSP0143-4","m125.7",125.7,1,0.224215246636771,"LINC01599","454","GTSP0143"
"chr14",68552987,"-","Tcells","pP10",1,"GTSP0143-3","m125.7",125.7,1,0.224215246636771,"RAD51B","454","GTSP0143"
"chr14",75522117,"-","Tcells","pP10",1,"GTSP0143-1","m125.7",125.7,1,0.224215246636771,"BATF","454","GTSP0143"
"chr14",89429119,"-","Tcells","pP10",1,"GTSP0143-2","m125.7",125.7,1,0.224215246636771,"FOXN3","454","GTSP0143"
"chr14",93957427,"-","Tcells","pP10",21,"GTSP0143-1","m125.7",125.7,4,0.896860986547085,"ASB2","454","GTSP0143"
"chr14",104678580,"+","Tcells","pP10",1,"GTSP0143-1","m125.7",125.7,1,0.224215246636771,"MIR4710","454","GTSP0143"
"chr14",23829363,"+","Tcells","pP10",2,"GTSP0143-3","m125.7",125.7,1,0.224215246636771,"DHRS4-AS1","454","GTSP0143"
"chr14",24397134,"+","Tcells","pP10",6,"GTSP0143-1","m125.7",125.7,3,0.672645739910314,"NYNRIN","454","GTSP0143"
"chr14",35366821,"+","Tcells","pP10",1,"GTSP0143-4","m125.7",125.7,1,0.224215246636771,"NFKBIA","454","GTSP0143"
"chr14",49969554,"+","Tcells","pP10",1,"GTSP0143-4","m125.7",125.7,1,0.224215246636771,"MIR6076","454","GTSP0143"
"chr14",49998897,"+","Tcells","pP10",5,"GTSP0143-2","m125.7",125.7,1,0.224215246636771,"LINC01588","454","GTSP0143"
"chr14",50062168,"+","Tcells","pP10",2,"GTSP0143-1","m125.7",125.7,2,0.448430493273543,"LINC01599","454","GTSP0143"
"chr14",77041097,"+","Tcells","pP10",2,"GTSP0143-3","m125.7",125.7,1,0.224215246636771,"LOC283575","454","GTSP0143"
"chr14",91244259,"+","Tcells","pP10",1,"GTSP0143-2","m125.7",125.7,1,0.224215246636771,"GPR68","454","GTSP0143"
"chr14",92585240,"+","Tcells","pP10",3,"GTSP0143-1","m125.7",125.7,1,0.224215246636771,"RIN3","454","GTSP0143"
"chr14",95520751,"+","Tcells","pP10",2,"GTSP0143-3","m125.7",125.7,1,0.224215246636771,"SNHG10","454","GTSP0143"
"chr15",25489072,"-","Tcells","pP10",1,"GTSP0143-4","m125.7",125.7,1,0.224215246636771,"UBE3A","454","GTSP0143"
"chr15",31265284,"-","Tcells","pP10",4,"GTSP0143-1","m125.7",125.7,1,0.224215246636771,"LOC283710","454","GTSP0143"
"chr15",73957654,"-","Tcells","pP10",1,"GTSP0143-1","m125.7",125.7,1,0.224215246636771,"LOXL1","454","GTSP0143"
"chr15",90650573,"-","Tcells","pP10",3,"GTSP0143-4","m125.7",125.7,1,0.224215246636771,"CRTC3-AS1","454","GTSP0143"
"chr15",97966688,"-","Tcells","pP10",1,"GTSP0143-4","m125.7",125.7,1,0.224215246636771,"ARRDC4","454","GTSP0143"
"chr15",44711289,"+","Tcells","pP10",2,"GTSP0143-1","m125.7",125.7,1,0.224215246636771,"B2M","454","GTSP0143"
"chr15",67121857,"+","Tcells","pP10",3,"GTSP0143-3","m125.7",125.7,1,0.224215246636771,"SMAD3","454","GTSP0143"
"chr15",74792351,"+","Tcells","pP10",1,"GTSP0143-3","m125.7",125.7,1,0.224215246636771,"CSK","454","GTSP0143"
"chr15",90870399,"+","Tcells","pP10",58,"GTSP0143-1","m125.7",125.7,4,0.896860986547085,"FURIN","454","GTSP0143"
"chr16",57689451,"-","Tcells","pP10",1,"GTSP0143-2","m125.7",125.7,1,0.224215246636771,"ADGRG3","454","GTSP0143"
"chr16",67549093,"-","Tcells","pP10",2,"GTSP0143-1","m125.7",125.7,1,0.224215246636771,"RIPOR1","454","GTSP0143"
"chr16",68006615,"-","Tcells","pP10",2,"GTSP0143-2","m125.7",125.7,1,0.224215246636771,"DPEP2","454","GTSP0143"
"chr16",69386575,"-","Tcells","pP10",15,"GTSP0143-1","m125.7",125.7,4,0.896860986547085,"TERF2","454","GTSP0143"
"chr16",1647055,"+","Tcells","pP10",62,"GTSP0143-1","m125.7",125.7,4,0.896860986547085,"CRAMP1","454","GTSP0143"
"chr16",23897890,"+","Tcells","pP10",7,"GTSP0143-1","m125.7",125.7,2,0.448430493273543,"PRKCB","454","GTSP0143"
"chr16",50265728,"+","Tcells","pP10",6,"GTSP0143-1","m125.7",125.7,2,0.448430493273543,"ADCY7","454","GTSP0143"
"chr16",68286254,"+","Tcells","pP10",7,"GTSP0143-1","m125.7",125.7,3,0.672645739910314,"SLC7A6","454","GTSP0143"
"chr16",75064020,"+","Tcells","pP10",3,"GTSP0143-2","m125.7",125.7,1,0.224215246636771,"ZNRF1","454","GTSP0143"
"chr16",85557597,"+","Tcells","pP10",7,"GTSP0143-2","m125.7",125.7,2,0.448430493273543,"GSE1","454","GTSP0143"
"chr17",10127724,"-","Tcells","pP10",4,"GTSP0143-1","m125.7",125.7,2,0.448430493273543,"GAS7","454","GTSP0143"
"chr17",17756758,"-","Tcells","pP10",1,"GTSP0143-2","m125.7",125.7,1,0.224215246636771,"RAI1","454","GTSP0143"
"chr17",29137798,"-","Tcells","pP10",2,"GTSP0143-1","m125.7",125.7,1,0.224215246636771,"MYO18A","454","GTSP0143"
"chr17",29138588,"-","Tcells","pP10",1,"GTSP0143-3","m125.7",125.7,1,0.224215246636771,"MYO18A","454","GTSP0143"
"chr17",42276992,"-","Tcells","pP10",1,"GTSP0143-4","m125.7",125.7,1,0.224215246636771,"STAT5B","454","GTSP0143"
"chr17",42457179,"-","Tcells","pP10",3,"GTSP0143-3","m125.7",125.7,1,0.224215246636771,"ATP6V0A1","454","GTSP0143"
"chr17",45410100,"-","Tcells","pP10",3,"GTSP0143-1","m125.7",125.7,1,0.224215246636771,"ARHGAP27","454","GTSP0143"
"chr17",58333969,"-","Tcells","pP10",1,"GTSP0143-1","m125.7",125.7,1,0.224215246636771,"TSPOAP1-AS1","454","GTSP0143"
"chr17",58334239,"-","Tcells","pP10",2,"GTSP0143-2","m125.7",125.7,2,0.448430493273543,"TSPOAP1-AS1","454","GTSP0143"
"chr17",58513952,"-","Tcells","pP10",1,"GTSP0143-1","m125.7",125.7,1,0.224215246636771,"MTMR4","454","GTSP0143"
"chr17",76732155,"-","Tcells","pP10",4,"GTSP0143-2","m125.7",125.7,2,0.448430493273543,"METTL23","454","GTSP0143"
"chr17",77831286,"-","Tcells","pP10",1,"GTSP0143-3","m125.7",125.7,1,0.224215246636771,"LINC01973","454","GTSP0143"
"chr17",7887085,"-","Tcells","pP10",5,"GTSP0143-3","m125.7",125.7,2,0.448430493273543,"CHD3","454","GTSP0143"
"chr17",17753023,"+","Tcells","pP10",2,"GTSP0143-3","m125.7",125.7,1,0.224215246636771,"RAI1","454","GTSP0143"
"chr17",4002550,"+","Tcells","pP10",50,"GTSP0143-1","m125.7",125.7,4,0.896860986547085,"ZZEF1","454","GTSP0143"
"chr17",40069492,"+","Tcells","pP10",14,"GTSP0143-1","m125.7",125.7,4,0.896860986547085,"THRA","454","GTSP0143"
"chr17",58333062,"+","Tcells","pP10",4,"GTSP0143-1","m125.7",125.7,2,0.448430493273543,"TSPOAP1-AS1","454","GTSP0143"
"chr17",64018927,"+","Tcells","pP10",8,"GTSP0143-1","m125.7",125.7,2,0.448430493273543,"ICAM2","454","GTSP0143"
"chr17",80760926,"+","Tcells","pP10",4,"GTSP0143-2","m125.7",125.7,1,0.224215246636771,"RPTOR","454","GTSP0143"
"chr17",9233522,"+","Tcells","pP10",2,"GTSP0143-2","m125.7",125.7,2,0.448430493273543,"NTN1","454","GTSP0143"
"chr18",80087376,"-","Tcells","pP10",1,"GTSP0143-2","m125.7",125.7,1,0.224215246636771,"RBFADN","454","GTSP0143"
"chr18",24803155,"+","Tcells","pP10",2,"GTSP0143-1","m125.7",125.7,1,0.224215246636771,"LOC105372028","454","GTSP0143"
"chr18",26227124,"+","Tcells","pP10",1,"GTSP0143-4","m125.7",125.7,1,0.224215246636771,"TAF4B","454","GTSP0143"
"chr18",54805582,"+","Tcells","pP10",1,"GTSP0143-4","m125.7",125.7,1,0.224215246636771,"RAB27B","454","GTSP0143"
"chr18",63252255,"+","Tcells","pP10",1,"GTSP0143-4","m125.7",125.7,1,0.224215246636771,"BCL2","454","GTSP0143"
"chr19",18290941,"-","Tcells","pP10",3,"GTSP0143-1","m125.7",125.7,1,0.224215246636771,"MIR3188","454","GTSP0143"
"chr19",18291098,"-","Tcells","pP10",1,"GTSP0143-3","m125.7",125.7,1,0.224215246636771,"MIR3188","454","GTSP0143"
"chr19",18317884,"-","Tcells","pP10",3,"GTSP0143-4","m125.7",125.7,1,0.224215246636771,"LSM4","454","GTSP0143"
"chr19",3139096,"-","Tcells","pP10",1,"GTSP0143-4","m125.7",125.7,1,0.224215246636771,"GNA15","454","GTSP0143"
"chr19",55253876,"-","Tcells","pP10",2,"GTSP0143-1","m125.7",125.7,1,0.224215246636771,"PPP6R1","454","GTSP0143"
"chr19",10501387,"+","Tcells","pP10",2,"GTSP0143-1","m125.7",125.7,1,0.224215246636771,"KEAP1","454","GTSP0143"
"chr19",1262091,"+","Tcells","pP10",1,"GTSP0143-4","m125.7",125.7,1,0.224215246636771,"MIDN","454","GTSP0143"
"chr19",13838335,"+","Tcells","pP10",44,"GTSP0143-1","m125.7",125.7,4,0.896860986547085,"MIR23A","454","GTSP0143"
"chr19",18303315,"+","Tcells","pP10",6,"GTSP0143-2","m125.7",125.7,2,0.448430493273543,"LSM4","454","GTSP0143"
"chr19",1860818,"+","Tcells","pP10",4,"GTSP0143-2","m125.7",125.7,1,0.224215246636771,"KLF16","454","GTSP0143"
